lp,src,mt,ref,score,raw,annotators,domain,year
bn-en,এখটা লাল গোলাপ কিনিয়া দিছে,Now the red rose has given Kenya,A red rose bought,43.02836940625439,25.0,1,text book,2025
bn-en,লাল গোলাপ কিনিয়া দিছে,Red rose has given you,Red rose bought,53.453107507103795,45.0,1,text book,2025
bn-en,গোলাপ কিনিয়া দিছে,Rose has given you,Rose bought,56.059292032316144,50.0,1,text book,2025
bn-en,আমরা জীবনেও ভুলতাম ফারতাম নায়,We never forgot in our lives.,We will never forget,65.18093787055936,67.5,1,text book,2025
bn-en,জীবনেও ভুলতাম ফারতাম নায়,I never forgot in my life.,Never forget,70.39330692098407,77.5,1,text book,2025
bn-en,ভুলতাম ফারতাম নায়,I forgot to change my mind.,Won’t forget,47.19826464659415,33.0,1,text book,2025
bn-en,আমরা ভুলতাম ফারতাম নায়,We forgot to change.,We won’t forget,52.15001524449761,42.5,1,text book,2025
bn-en,আমরা জীবনেও ফারতাম নায়,We never changed in our lives.,We will never be able to,52.15001524449761,42.5,1,text book,2025
bn-en,আমরা ফারতাম নায়,We didn't change,We won’t be able to,45.63455393146674,30.0,1,text book,2025
bn-en,ছোট ফুয়া ইগু বল দিয়া খেলার,Little fuya iggu ball given to the player,The little boy is playing with a ball,35.20981583061733,10.0,1,text book,2025
bn-en,ফুয়া ইগু বল দিয়া খেলার,Fuya is the ball of the player,Boy is playing with a ball,35.20981583061733,10.0,1,text book,2025
bn-en,ইগু বল দিয়া খেলার,This is the ball player.,Playing with a ball,56.059292032316144,50.0,1,text book,2025
bn-en,বল দিয়া খেলার,The ball player,Playing with the ball,54.75619976970996,47.5,1,text book,2025
bn-en,ছোট ফুয়া বল দিয়া খেলার,Small fuya ball for the player,The little boy is playing with the ball,32.60363130540498,5.0,1,text book,2025
bn-en,ফুয়া বল দিয়া খেলার,Fuya ball to the player,The boy is playing with the ball,32.60363130540498,5.0,1,text book,2025
bn-en,বেটা ইগুয়ে ফোনে মাতের,I'm on the phone with my mother.,The man is talking on the phone,35.20981583061733,10.0,1,text book,2025
bn-en,ইগুয়ে ফোনে মাতের,I'm on the phone with my mother.,Talking on the phone,33.90672356801115,7.5,1,text book,2025
bn-en,ফোনে মাতের,Mother 's on the phone .,Talking,29.99744678019263,0.0,1,text book,2025
bn-en,তুমার ফছন্দের বাক্কা খয়টা বই কিনছি,I'm buying your fucking books.,Bought several of your favorite books,35.20981583061733,10.0,1,text book,2025
bn-en,ফছন্দের বাক্কা খয়টা বই কিনছি,I'm buying a book.,Favorite several books bought,56.059292032316144,50.0,1,text book,2025
bn-en,বাক্কা খয়টা বই কিনছি,I'm buying a fucking book.,Several books bought,39.11909261843585,17.5,1,text book,2025
bn-en,খয়টা বই কিনছি,I'm buying a book.,A few books bought,59.968568820134664,57.5,1,text book,2025
bn-en,বই কিনছি,I bought books.,Books bought,82.12113728443965,100.0,1,text book,2025
bn-en,তুমার ফছন্দের কয়টা বই কিনছি,How many books of your choice do I buy?,Bought a few of your favorite books,52.15001524449761,42.5,1,text book,2025
bn-en,তুমার ফছন্দের বই কিনছি,I'm buying your children's books.,Bought some of your favorite books,41.204040238605735,21.5,1,text book,2025
bn-en,আফনে নিজর ফরিবার লইয়া বইন,Afne নিজর ফরিবার লয় বইন (Afne his own free book),Sit with your family,29.99744678019263,0.0,1,text book,2025
bn-en,নিজর ফরিবার লইয়া বইন,Take your own book.,Sit with your own family,43.02836940625439,25.0,1,text book,2025
bn-en,ফরিবার লইয়া বইন,Free to take the book,Sit with family,29.99744678019263,0.0,1,text book,2025
bn-en,লইয়া বইন,- What ?,Sit with,29.99744678019263,0.0,1,text book,2025
bn-en,আফনে ফরিবার লইয়া বইন,I'm not going to take the book.,Sit with family,29.99744678019263,0.0,1,text book,2025
bn-en,আফনে লইয়া বইন,I 'm taking the book .,Sit with them,29.99744678019263,0.0,1,text book,2025
bn-en,আমারে এখটু সাহায্য খরইন,I need a little help.,Will you help me a bit?,80.81804502183347,97.5,1,text book,2025
bn-en,এখটু সাহায্য খরইন,Help me out here.,Help me a bit,69.09021465837789,75.0,1,text book,2025
bn-en,সাহায্য খরইন,Help costs,Help,59.968568820134664,57.5,1,text book,2025
bn-en,মোরে সাহায্য খরইন,Help me out .,Will you help me?,74.3025837088026,85.0,1,text book,2025
bn-en,তুমি মোর লগে আর মাতবায় না,You are no longer with me .,Don’t talk to me anymore,42.50713250121191,24.0,1,text book,2025
bn-en,মোর লগে আর মাতবায় না,I 'm not with you anymore .,Don’t talk to me,43.81022476381809,26.5,1,text book,2025
bn-en,আর মাতবায় না,And not in the bathroom .,Don’t talk anymore,32.60363130540498,5.0,1,text book,2025
bn-en,মাতবায় না,Not in the water .,Don’t talk,35.20981583061733,10.0,1,text book,2025
bn-en,মাতবায় না,Not in the water .,Won’t talk,44.331461668860555,27.5,1,text book,2025
bn-en,তুমি আর মাতবায় না,You 're not drunk anymore .,You won’t talk anymore,39.11909261843585,17.5,1,text book,2025
bn-en,তুমি মাতবায় না,You 're not drunk .,You won’t talk,39.11909261843585,17.5,1,text book,2025
bn-en,তুমি মাতবায় না,You 're not drunk .,You won’t,40.422184881042035,20.0,1,text book,2025
bn-en,আমরার হক্কলের এখটা রঙ্গিন ছবি তুলা লাগবো,I need to take a colorful picture of Amara's cock.,We all need to take a colored photo,39.11909261843585,17.5,1,text book,2025
bn-en,হক্কলের এখটা রঙ্গিন ছবি তুলা লাগবো,I'll take a colorful picture of the hackles.,Everyone needs to take a colored photo,40.422184881042035,20.0,1,text book,2025
bn-en,এখটা রঙ্গিন ছবি তুলা লাগবো,I need to take a color photo .,Need to take a colored photo,82.12113728443965,100.0,1,text book,2025
bn-en,রঙ্গিন ছবি তুলা লাগবো,I 'll take a color photo .,Take a colored photo,75.60567597140879,87.5,1,text book,2025
bn-en,ছবি তুলা লাগবো,I need to take pictures .,Take a photo,82.12113728443965,100.0,1,text book,2025
bn-en,তুলা লাগবো,I need a tow .,Need to take,41.725277143648206,22.5,1,text book,2025
bn-en,আমরার এখটা রঙ্গিন ছবি তুলা লাগবো,Amara's got a colorful picture to take.,We need to take a colored photo,41.725277143648206,22.5,1,text book,2025
bn-en,আমরার রঙ্গিন ছবি তুলা লাগবো,I 'll take a color photo of our house .,We need to take a colored photo,44.331461668860555,27.5,1,text book,2025
bn-en,আমরার ছবি তুলা লাগবো,I need to take pictures of Amara .,We need to take a photo,41.725277143648206,22.5,1,text book,2025
bn-en,আমরার তুলা লাগবো,I need our pulp .,We need to take,41.725277143648206,22.5,1,text book,2025
bn-en,আর কত ছুটি কাটাইতাম?,How many vacations would I have?,How long will we keep taking vacations?,72.99949144619643,82.5,1,text book,2025
bn-en,কত ছুটি কাটাইতাম?,How many vacations did I take?,How many vacations will we take?,64.39908251299566,66.0,1,text book,2025
bn-en,ছুটি কাটাইতাম?,I'd have a vacation?,Take a vacation?,76.90876823401496,90.0,1,text book,2025
bn-en,আফনে বাছিয়া আছইন নি?,Why didn't you choose me?,Are you alive?,35.20981583061733,10.0,1,text book,2025
bn-en,বাছিয়া  আছইন নি?,Did you choose?,Alive?,32.60363130540498,5.0,1,text book,2025
bn-en,আফনে আছইন নি?,Are you in?,Are you there?,71.69639918359026,80.0,1,text book,2025
bn-en,দেখা খরা যাইব,See you later.,Can we meet?,58.6654765575285,55.0,1,text book,2025
bn-en,খরা যাইব,I 'll go .,Can be done,35.20981583061733,10.0,1,text book,2025
bn-en,দেখা যাইব,See you later .,Can be seen,56.059292032316144,50.0,1,text book,2025
bn-en,মুই আমার ফরিবারের খতা কইতাম ছাই,I told you my family was going to die .,I want to talk about my family,39.11909261843585,17.5,1,text book,2025
bn-en,আমার ফরিবারের খতা কইতাম ছাই,My family's account was in the mail.,I want to talk about my family,36.5129080932235,12.5,1,text book,2025
bn-en,ফরিবারের খতা কইতাম ছাই,I told you about the ferry.,Want to talk about family,37.81600035582968,15.0,1,text book,2025
bn-en,খতা কইতাম চাই,I said I want to eat .,Want to talk,37.81600035582968,15.0,1,text book,2025
bn-en,মুই ফরিবারের খতা কইতাম ছাই,I told you about the other guy .,I want to talk about family,35.20981583061733,10.0,1,text book,2025
bn-en,"আমার ফরিবারও মুই, আম্মা, আব্বা আর এখ হুরু বইন","My father, my mother, my father and my brother.","In my family, there’s me, mom, dad, and a younger sister",61.27166108274085,60.0,1,text book,2025
bn-en,"আমার ফরিবারও মুই, আম্মা, আব্বা","My free will, Mummy, Daddy","In my family, there’s me, mom, and dad",41.725277143648206,22.5,1,text book,2025
bn-en,আমার ফরিবারও মুই,My hair is also wet.,"In my family, it’s me",35.20981583061733,10.0,1,text book,2025
bn-en,"আমার ফরিবারও মুই, আম্মা, আব্বা আর হুরু বইন","My father, my mother, my father and my father's books.","In my family, it’s me, mom, dad, and younger sister",37.81600035582968,15.0,1,text book,2025
bn-en,"আমার ফরিবারও মুই, আম্মা, আব্বা আর বইন","My father, mother, father and books.","In my family, it’s me, mom, dad, and sister",44.331461668860555,27.5,1,text book,2025
bn-en,এখ হুরু বইন,This is a great book.,A little sister,32.60363130540498,5.0,1,text book,2025
bn-en,আমরার হখল এখ সময়ে এখলগে আছি,Amara's in the house right now.,We are all together at one time,39.11909261843585,17.5,1,text book,2025
bn-en,হখল এখ সময়ে এখলগে আছি,I'm in the same room now.,All are together at one time,37.81600035582968,15.0,1,text book,2025
bn-en,এখ সময়ে এখলগে আছি,I'm in a hurry right now.,Together at one time,35.20981583061733,10.0,1,text book,2025
bn-en,এখলগে আছি,I'm in the middle of it.,We are together,35.20981583061733,10.0,1,text book,2025
bn-en,আমরার হখল এখলগে আছি,I'm in the middle of a fight.,We are all together,35.20981583061733,10.0,1,text book,2025
bn-en,এখটা মাতও আর মাতাবায় না,It's not even a mother anymore.,Don’t say another word,35.20981583061733,10.0,1,text book,2025
bn-en,মাতও আর মাতাবায় না,- What ?,Don’t say a word,32.60363130540498,5.0,1,text book,2025
bn-en,আর মাতাবায় না,And not in the motherfucker .,Don’t say anything,29.99744678019263,0.0,1,text book,2025
bn-en,মাতাবায় না,- What ?,Don’t say,29.99744678019263,0.0,1,text book,2025
bn-en,এখটা মাতও মাতাবায় না,It's not even a mother's day.,Don’t say a single word,32.60363130540498,5.0,1,text book,2025
bn-en,আফনারা যারা আমারে এখনো ছিনইন না,The Afghans who still don't understand me,Those who don’t know me yet,39.11909261843585,17.5,1,text book,2025
bn-en,যারা আমারে এখনো ছিনইন না,Who still don't know me,Who don’t know me yet,72.99949144619643,82.5,1,text book,2025
bn-en,আমারে এখনো ছিনইন না,I still don't have it.,Don’t know me yet,41.725277143648206,22.5,1,text book,2025
bn-en,এখনো ছিনইন না,Not yet .,Don’t know yet,50.846922981891446,40.0,1,text book,2025
bn-en,ছিনইন না,I 'm not .,Don’t know,43.02836940625439,25.0,1,text book,2025
bn-en,আফনারা আমারে এখনো ছিনইন না,The Afghans are still not in touch with me .,You don’t know me yet,37.81600035582968,15.0,1,text book,2025
bn-en,আফনারা এখনো ছিনইন না,The Afghans are still not moving .,You don’t know yet,35.20981583061733,10.0,1,text book,2025
bn-en,আফনারা ছিনইন না,They 're not going to change .,You don’t know,32.60363130540498,5.0,1,text book,2025
bn-en,বিছনাত হুতি টিভি দেখাত আছিলাম,I was in bed watching TV.,"Lying on the bed, I was watching TV",82.12113728443965,100.0,1,text book,2025
bn-en,হুতি টিভি দেখাত আছিলাম,I was watching a TV show.,"Lying down, I was watching TV",62.57475334534701,62.5,1,text book,2025
bn-en,টিভি দেখাত আছিলাম,I was watching TV.,I was watching TV,82.12113728443965,100.0,1,text book,2025
bn-en,বিছনাত টিভি দেখাত আছিলাম,I was in bed watching TV.,Watching TV on the bed,82.12113728443965,100.0,1,text book,2025
bn-en,চলো তে ঘুড্ডি উড়াই,Let's go fly,Let’s fly a kite,57.362384294922315,52.5,1,text book,2025
bn-en,তে ঘুড্ডি উড়াই,I'm going to fly.,Fly a kite,52.15001524449761,42.5,1,text book,2025
bn-en,চলো তে উড়াই,Let's fly,Let’s fly,82.12113728443965,100.0,1,text book,2025
bn-en,আমি ছোটকাল তোনেও মেধাবী আছিলাম,I was a talented kid too.,I was very talented in my childhood,72.99949144619643,82.5,1,text book,2025
bn-en,ছোটকাল তোনেও মেধাবী আছিলাম,"When I was a child, I was also talented.",Was very talented in childhood,74.3025837088026,85.0,1,text book,2025
bn-en,তোনেও মেধাবী আছিলাম,You were also talented,Was very talented,57.362384294922315,52.5,1,text book,2025
bn-en,মেধাবী আছিলাম,I was talented.,Was talented,82.12113728443965,100.0,1,text book,2025
bn-en,আমি  তোনেও মেধাবী আছিলাম,I was still talented,I was very talented,69.09021465837789,75.0,1,text book,2025
bn-en,আমি মেধাবী আছিলাম,I was a talented man.,I was talented,70.39330692098407,77.5,1,text book,2025
bn-en,আমার নৌকা দিয়ে ঘুরতে যে ভালা লাগে,It's nice to be on my boat.,I really enjoy boating,56.059292032316144,50.0,1,text book,2025
bn-en,নৌকা দিয়ে ঘুরতে যে ভালা লাগে,It's nice to be on a boat.,Enjoy boating a lot,63.8778456079532,65.0,1,text book,2025
bn-en,ঘুরতে যে ভালা লাগে,It's nice to walk around.,Enjoy traveling a lot,66.48403013316555,70.0,1,text book,2025
bn-en,যে ভালা লাগে,That feels good .,Enjoy a lot,76.90876823401496,90.0,1,text book,2025
bn-en,ভালা লাগে,I like it .,Like it,82.12113728443965,100.0,1,text book,2025
bn-en,আমার  ঘুরতে যে ভালা লাগে,I like to walk.,I enjoy traveling a lot,52.15001524449761,42.5,1,text book,2025
bn-en,আমার যে ভালা লাগে,I like that .,I like it a lot,72.99949144619643,82.5,1,text book,2025
bn-en,আমার ভালা লাগে,I like it .,I like it,82.12113728443965,100.0,1,text book,2025
bn-en,জেলে হখলতে মাছ মারছে,He 's fishing in the prison .,The fishermen are catching fish,39.11909261843585,17.5,1,text book,2025
bn-en,হখলতে মাছ মারছে,He's fishing in the lake.,Catching fish,53.453107507103795,45.0,1,text book,2025
bn-en,জেলে হখলতে মারছে,He's beating you in jail.,The fishermen are catching,33.90672356801115,7.5,1,text book,2025
bn-en,আমি আম খাইতাম,I used to eat am,I will eat mango,43.02836940625439,25.0,1,text book,2025
bn-en,আম খাইতাম,I used to eat it .,Eat mango,54.75619976970996,47.5,1,text book,2025
bn-en,আমি খাইতাম,I used to eat,I will eat,61.27166108274085,60.0,1,text book,2025
bn-en,আম ফলটা আমার সব থাকি বেশি ভালা লাগে,I like it better when I have all the fruit.,Mango is my favorite fruit,45.63455393146674,30.0,1,text book,2025
bn-en,আমার সব থাকি বেশি ভালা লাগে,I like it better all the time.,My favorite fruit,69.09021465837789,75.0,1,text book,2025
bn-en,সব থাকি বেশি ভালা লাগে,It's better to stay all alone.,Favorite fruit,32.60363130540498,5.0,1,text book,2025
bn-en,আম ফলটা সব থাকি বেশি ভালা লাগে,I like it better if I have it all.,Mango is favorite fruit,37.29476345078721,14.0,1,text book,2025
bn-en,আইজ তুমাতান ওর ভাইরে দেখলাম,I saw you in his brother's,Today I saw your brother,40.422184881042035,20.0,1,text book,2025
bn-en,তুমাতান ওর ভাইরে দেখলাম,I saw his brother .,Saw your brother,54.75619976970996,47.5,1,text book,2025
bn-en,ভাইরে দেখলাম,I saw it .,Saw brother,45.63455393146674,30.0,1,text book,2025
bn-en,আইজ ভাইরে দেখলাম,I saw him .,Saw brother today,57.362384294922315,52.5,1,text book,2025
bn-en,তুমাতান ওর গান ওর গলা খুব ভালা,You know her song and her voice is very good,Your singing voice is very good,58.6654765575285,55.0,1,text book,2025
bn-en,গান ওর গলা খুব ভালা,His voice is very good.,Singing voice is very good,74.3025837088026,85.0,1,text book,2025
bn-en,গলা খুব ভালা,It 's very good .,Voice is very good,57.362384294922315,52.5,1,text book,2025
bn-en,খুব ভালা,Very good .,Very good,82.12113728443965,100.0,1,text book,2025
bn-en,তুমাতান ওর গলা খুব ভালা,You're a good mother.,Your voice is very good,33.90672356801115,7.5,1,text book,2025
bn-en,তুমাতান ওর হাসির প্রমো পরি গেছি আমি,You're the one who's been smiling.,I have fallen in love with your smile,43.02836940625439,25.0,1,text book,2025
bn-en,তুমাতান ওর বাসাত কে কে আছোইন?,Who are you in his house?,Who is in your family?,56.059292032316144,50.0,1,text book,2025
bn-en,বাসাত কে কে আছোইন?,Who are you?,Who is in the family?,44.331461668860555,27.5,1,text book,2025
bn-en,কে কে আছোইন?,Who are you?,Who all are there?,44.331461668860555,27.5,1,text book,2025
bn-en,কে আছোইন?,Who are you?,Who is there?,43.549606311296856,26.0,1,text book,2025
bn-en,তুমাতান  ওর ক্রিকেট খেলা কিলা লাগে?,You want to play cricket?,How do you like cricket?,54.75619976970996,47.5,1,text book,2025
bn-en,তুমাতান  ওর খেলা কিলা লাগে?,You want to play with him?,How do you like playing?,46.937646194072904,32.5,1,text book,2025
bn-en,তুমাতান  ওর কিলা লাগে?,You want to kill him?,How do you like it?,33.12486821044745,6.0,1,text book,2025
bn-en,কিলা লাগে?,How much do you need?,Like it?,41.725277143648206,22.5,1,text book,2025
bn-en,তুমাতান  ওর ক্রিকেট কিলা লাগে?,You want a cricket bat?,How do you like cricket?,39.11909261843585,17.5,1,text book,2025
bn-en,তুমাতান  ওর কিলা লাগে?,You want to kill him?,How is cricket?,35.20981583061733,10.0,1,text book,2025
bn-en,আমার একবারেও ভালা লাগে না,I never feel good.,I don’t like it at all,62.57475334534701,62.5,1,text book,2025
bn-en,আমার খুব ভালা লাগে,I like it very much .,I like it a lot,82.12113728443965,100.0,1,text book,2025
bn-en,তুমাতান  ওর বাবা কিতা করইন?,You're not going to tell me what you're doing?,What does your father do?,36.5129080932235,12.5,1,text book,2025
bn-en,বাবা কিতা করইন?,What's your father doing?,What does father do?,63.8778456079532,65.0,1,text book,2025
bn-en,কিতা করইন?,What are you doing?,What does he do?,67.78712239577173,72.5,1,text book,2025
bn-en,তুমাতান  ওর ভাই কিতাত চাকরি করইন?,You're working for his brother's book?,Where does your brother work?,41.725277143648206,22.5,1,text book,2025
bn-en,ভাই কিতাত চাকরি করইন?,Brother is working in the book?,Where does brother work?,39.11909261843585,17.5,1,text book,2025
bn-en,কিতাত চাকরি করইন?,What's the matter?,Where does he work?,36.5129080932235,12.5,1,text book,2025
bn-en,চাকরি করইন?,Doing a job?,Works?,76.90876823401496,90.0,1,text book,2025
bn-en,আমার মরগ ওর মাংস বেশি ভালা লাগে,My dead body is better than meat .,I like chicken meat the most,32.60363130540498,5.0,1,text book,2025
bn-en,মরগ ওর মাংস বেশি ভালা লাগে,Morg's meat is better.,Like chicken meat the most,40.422184881042035,20.0,1,text book,2025
bn-en,মাংস বেশি ভালা লাগে,The meat tastes better .,Like meat the most,75.60567597140879,87.5,1,text book,2025
bn-en,বেশি ভালা লাগে,It feels better .,Like the most,78.21186049662113,92.5,1,text book,2025
bn-en,ভালা লাগে,I like it .,Like it,82.12113728443965,100.0,1,text book,2025
bn-en,আমার মাংস বেশি ভালা লাগে,My meat tastes better .,I like meat the most,41.725277143648206,22.5,1,text book,2025
bn-en,তুমাইতাইন কিতা খাইতে ভালা ফাও,You're good at eating your books.,What do you like to eat?,39.900947975999564,19.0,1,text book,2025
bn-en,কিতা খাইতে ভালা ফাও,Kita eat is good too,What do you like to eat?,40.422184881042035,20.0,1,text book,2025
bn-en,খাইতে ভালা ফাও,It 's good to eat .,Like to eat?,45.63455393146674,30.0,1,text book,2025
bn-en,আমার ইছা মাছ খাইতে বেশি ভালা লাগে,I like to eat fish better than I do.,I like to eat shrimp,49.54383071928526,37.5,1,text book,2025
bn-en,ইছা মাছ খাইতে বেশি ভালা লাগে,It's better to eat fish.,Like to eat shrimp,43.02836940625439,25.0,1,text book,2025
bn-en,মাছ খাইতে বেশি ভালা লাগে,Fish is better.,Like to eat fish,63.8778456079532,65.0,1,text book,2025
bn-en,খাইতে বেশি ভালা লাগে,It's better to eat.,Like to eat,63.35660870291073,64.0,1,text book,2025
bn-en,কিতা করার আফনে ওখন?,What's the matter with you?,What are you doing now?,48.24073845667909,35.0,1,text book,2025
bn-en,কিতা করার আফনে,In the book of life,What are you doing?,35.20981583061733,10.0,1,text book,2025
bn-en,কিতা করার ওখন?,When to do that?,Doing now?,40.422184881042035,20.0,1,text book,2025
bn-en,আমি এগু বই ফরিয়ার,I'm going to read these books.,I am reading a book,59.968568820134664,57.5,1,text book,2025
bn-en,এগু বই ফরিয়ার,These books are for you .,Reading a book,42.767750953733156,24.5,1,text book,2025
bn-en,বই ফরিয়ার,The book of life,Reading book,35.20981583061733,10.0,1,text book,2025
bn-en,আমি বই ফরিয়ার,I'm a bookworm,I am reading a book,43.02836940625439,25.0,1,text book,2025
bn-en,আফনে কিতা অন্যান্য বই পড়ছইন নি?,Why haven't you read any other books?,Have you read other books?,46.937646194072904,32.5,1,text book,2025
bn-en,অন্যান্য বই পড়ছইন নি?,Have you read any other books?,Read other books?,72.99949144619643,82.5,1,text book,2025
bn-en,বই পড়ছইন নি?,You haven't read the book?,Read books?,57.362384294922315,52.5,1,text book,2025
bn-en,তুমিতাইন কিতা সরকারি চাকরি কররায় নি?,You're not doing government work?,Do you work in a government job?,57.362384294922315,52.5,1,text book,2025
bn-en,সরকারি চাকরি কররায় নি?,You're not doing government work?,Working in a government job?,58.6654765575285,55.0,1,text book,2025
bn-en,চাকরি কররায় নি,I'm not working.,Working?,43.81022476381809,26.5,1,text book,2025
bn-en,তুমিতাইন সরকারি চাকরি কররায় নি?,You're not doing government work?,Are you doing a government job?,55.016818222231194,48.0,1,text book,2025
bn-en,তুমিতাইন চাকরি কররায় নি,You're not doing your job.,Are you working?,42.50713250121191,24.0,1,text book,2025
bn-en,আমি একজন সরকারি কর্মকর্তা,I'm a government official.,I am a government officer.,76.90876823401496,90.0,1,text book,2025
bn-en,আমি সরকারি কর্মকর্তা,I am a government official.,I am a government officer.,76.90876823401496,90.0,1,text book,2025
bn-en,তুমিতাইন কিতা চাকরি কররায় নি?,You're not going to work?,Are you doing job?,53.453107507103795,45.0,1,text book,2025
bn-en,কিতা চাকরি করছ নি?,What job are you doing?,What job are you doing?,80.81804502183347,97.5,1,text book,2025
bn-en,আমি ও হকল সময় কষ্ট পাই কিওর লাগি?,How do I feel when I'm in pain?,Why do I always suffer?,46.937646194072904,32.5,1,text book,2025
bn-en,হকল সময় কষ্ট পাই কিওর লাগি?,How does it feel to have trouble in time?,Why do I always suffer?,45.63455393146674,30.0,1,text book,2025
bn-en,সময় কষ্ট পাই,Time is trouble,Do I always suffer?,40.422184881042035,20.0,1,text book,2025
bn-en,কষ্ট পাই,I 'm in pain .,I suffer.,54.75619976970996,47.5,1,text book,2025
bn-en,আমার ভালোবাসাত কিতার কমতি আছিলো?,I was short of a book?,Was there any lack in my love?,35.20981583061733,10.0,1,text book,2025
bn-en,ভালোবাসাত কিতার কমতি আছিলো?,Did you have a lack of love books?,Was there any lack in my love?,35.20981583061733,10.0,1,text book,2025
bn-en,কমতি আছিলো?,Were you short?,Was there any lack?,57.362384294922315,52.5,1,text book,2025
bn-en,তারা তিঙ্গু ভাই আছিলো কিন্তু হেরার মাঝে মিল আছিলো না,They were brothers of the tiger but they were not like each other.,"They were three brothers, but there was no harmony among them.",49.54383071928526,37.5,1,text book,2025
bn-en,তারা তিঙ্গু ভাই আছিলো,They were Tingu brothers.,They were three brothers.,43.02836940625439,25.0,1,text book,2025
bn-en,কিন্তু হেরার মাঝে মিল আছিলো না,But the two of you didn't match.,But there was no harmony among them.,50.846922981891446,40.0,1,text book,2025
bn-en,হেরার মাঝে মিল আছিলো না,You didn't have a lot of friends.,There was no harmony among them.,39.11909261843585,17.5,1,text book,2025
bn-en,মিল আছিলো না,You were not together .,There was no harmony.,56.580528937358615,51.0,1,text book,2025
bn-en,মিল আছিলো,I was with him .,There was harmony.,45.63455393146674,30.0,1,text book,2025
bn-en,তারা তিঙ্গু ভাই আছিলো কিন্তু হেরার মাঝে মিল আছিলো,They were tiger brothers but they were like a herd of wolves.,"They were three brothers, but there was no harmony among them.",43.02836940625439,25.0,1,text book,2025
bn-en,আফনে আমার লগে ওলা মাত্তা ফারোইন না,"If you're with me, you're not a Pharaoh.",You cannot speak to me like this.,35.20981583061733,10.0,1,text book,2025
bn-en,আমার লগে ওলা মাত্তা ফারোইন না,I'm not with you.,You cannot speak to me like this.,39.11909261843585,17.5,1,text book,2025
bn-en,ওলা মাত্তা ফারোইন না,- I 'm not a Pharaoh .,You cannot speak like this.,33.12486821044745,6.0,1,text book,2025
bn-en,মাত্তা ফারোইন না,I 'm not a father .,You cannot speak.,29.99744678019263,0.0,1,text book,2025
bn-en,আফনে ওলা মাত্তা ফারোইন না,Afne Ola is not a father .,You cannot speak to me like this.,29.99744678019263,0.0,1,text book,2025
bn-en,আফনে মাত্তা ফারোইন না,"Afne মাত্তা ফারোইন না is a French word for "" father "" .",You cannot speak.,29.99744678019263,0.0,1,text book,2025
bn-en,আইজ কতো তারিখ?,What's the date?,What is today's date?,79.5149527592273,95.0,1,text book,2025
bn-en,কতো তারিখ?,What date?,What is the date?,72.99949144619643,82.5,1,text book,2025
bn-en,কিলা আছইন আফনেরা?,What's the matter?,How is everyone?,49.54383071928526,37.5,1,text book,2025
bn-en,আইজ দুপুর বেলা আমরার দাওয়াত আছে,I have a call today at noon.,We have an invitation today at noon.,61.27166108274085,60.0,1,text book,2025
bn-en,দুপুর বেলা আমরার দাওয়াত আছে,Amara has a call at noon .,We have an invitation at noon.,43.81022476381809,26.5,1,text book,2025
bn-en,আমরার দাওয়াত আছে,Amara has an invitation .,We have an invitation.,44.331461668860555,27.5,1,text book,2025
bn-en,দাওয়াত আছে,There 's a call .,There is an invitation.,49.54383071928526,37.5,1,text book,2025
bn-en,ঘড়িত বাজে কয়টা?,How many hours?,What time is it on the clock?,54.75619976970996,47.5,1,text book,2025
bn-en,বাজে কয়টা?,How much is it?,What time is it?,49.54383071928526,37.5,1,text book,2025
bn-en,আইজ আমার জন্মদিন,It's my birthday.,Today is my birthday.,82.12113728443965,100.0,1,text book,2025
bn-en,আমার জন্মদিন,It's my birthday.,Today is my birthday.,82.12113728443965,100.0,1,text book,2025
bn-en,আইজ জন্মদিন,My birthday,Today is my birthday.,69.09021465837789,75.0,1,text book,2025
bn-en,হে আমারে একগু উপহার দিছে,He gave me a gift.,He gave me a gift.,82.12113728443965,100.0,1,text book,2025
bn-en,আমারে একগু উপহার দিছে,He gave me a few gifts.,He gave me a gift.,71.69639918359026,80.0,1,text book,2025
bn-en,একগু উপহার দিছে,He gave me a gift.,He gave a gift.,82.12113728443965,100.0,1,text book,2025
bn-en,উপহার দিছে,He gave me a present .,He gave a gift.,70.39330692098407,77.5,1,text book,2025
bn-en,হে খুব বেলা লাগাইয়া ঘুমায়,He's too late to sleep.,He sleeps very late.,80.81804502183347,97.5,1,text book,2025
bn-en,খুব বেলা লাগাইয়া ঘুমায়,"Very well , I 'll sleep .",He sleeps very late.,48.24073845667909,35.0,1,text book,2025
bn-en,বেলা লাগাইয়া ঘুমায়,Bella is sleeping .,He sleeps late.,41.725277143648206,22.5,1,text book,2025
bn-en,ওখন তু্মিতাইন গান গাইতে ফারতায় না,"When you sing your song, you're not in the mood.",Now you cannot sing.,37.29476345078721,14.0,1,text book,2025
bn-en,তু্মিতাইন গান গাইতে ফারতায় না,You're not singing your song.,You cannot sing.,36.5129080932235,12.5,1,text book,2025
bn-en,গান গাইতে ফারতায় না,I'm not going to sing.,You cannot sing.,43.02836940625439,25.0,1,text book,2025
bn-en,গাইতে ফারতায় না,Singing is not easy .,You cannot sing.,45.63455393146674,30.0,1,text book,2025
bn-en,আফনে বহুত ভালা মানুষ,There are many good people in Afghanistan .,You are a very good person.,33.90672356801115,7.5,1,text book,2025
